CommentrId,ComtDate,LikeNumberID
68770,00:00.0,CM68770
68771,00:00.0,CM68771
68772,00:00.0,CM68772
68773,00:00.0,CM68773
68774,00:00.0,CM68774
68775,00:00.0,CM68775
68776,00:00.0,CM68776
68777,00:00.0,CM68777
68778,00:00.0,CM68778
68779,00:00.0,CM68779
68780,00:00.0,CM68780
68781,00:00.0,CM68781
68782,00:00.0,CM68782
68783,00:00.0,CM68783
68784,00:00.0,CM68784
68785,00:00.0,CM68785
68786,00:00.0,CM68786
68787,00:00.0,CM68787
68788,00:00.0,CM68788
68789,00:00.0,CM68789
68790,00:00.0,CM68790
68791,00:00.0,CM68791
68792,00:00.0,CM68792
68793,00:00.0,CM68793
68794,00:00.0,CM68794
68795,00:00.0,CM68795
68796,00:00.0,CM68796
68797,00:00.0,CM68797
68798,00:00.0,CM68798
68799,00:00.0,CM68799
68800,00:00.0,CM68800
68801,00:00.0,CM68801
68802,00:00.0,CM68802
68803,00:00.0,CM68803
68804,00:00.0,CM68804
68805,00:00.0,CM68805
68806,00:00.0,CM68806
68807,00:00.0,CM68807
68808,00:00.0,CM68808
68809,00:00.0,CM68809
68810,00:00.0,CM68810
68811,00:00.0,CM68811
68812,00:00.0,CM68812
68813,00:00.0,CM68813
68814,00:00.0,CM68814
68815,00:00.0,CM68815
68816,00:00.0,CM68816
68817,00:00.0,CM68817
68818,00:00.0,CM68818
68819,00:00.0,CM68819
68820,00:00.0,CM68820
68821,00:00.0,CM68821
68822,00:00.0,CM68822
68823,00:00.0,CM68823
68824,00:00.0,CM68824
68825,00:00.0,CM68825
68826,00:00.0,CM68826
68827,00:00.0,CM68827
68828,00:00.0,CM68828
68829,00:00.0,CM68829
68830,00:00.0,CM68830
68831,00:00.0,CM68831
68832,00:00.0,CM68832
68833,00:00.0,CM68833
68834,00:00.0,CM68834
68835,00:00.0,CM68835
68836,00:00.0,CM68836
68837,00:00.0,CM68837
68838,00:00.0,CM68838
68839,00:00.0,CM68839
68840,00:00.0,CM68840
68841,00:00.0,CM68841
68842,00:00.0,CM68842
68843,00:00.0,CM68843
68844,00:00.0,CM68844
68845,00:00.0,CM68845
68846,00:00.0,CM68846
68847,00:00.0,CM68847
68848,00:00.0,CM68848
68849,00:00.0,CM68849
68850,00:00.0,CM68850
68851,00:00.0,CM68851
68852,00:00.0,CM68852
68853,00:00.0,CM68853
68854,00:00.0,CM68854
68855,00:00.0,CM68855
68856,00:00.0,CM68856
68857,00:00.0,CM68857
68858,00:00.0,CM68858
68859,00:00.0,CM68859
68860,00:00.0,CM68860
68861,00:00.0,CM68861
68862,00:00.0,CM68862
68863,00:00.0,CM68863
68864,00:00.0,CM68864
68865,00:00.0,CM68865
68866,00:00.0,CM68866
68867,00:00.0,CM68867
68868,00:00.0,CM68868
68869,00:00.0,CM68869
68870,00:00.0,CM68870
68871,00:00.0,CM68871
68872,00:00.0,CM68872
68873,00:00.0,CM68873
68874,00:00.0,CM68874
68875,00:00.0,CM68875
68876,00:00.0,CM68876
68877,00:00.0,CM68877
68878,00:00.0,CM68878
68879,00:00.0,CM68879
68880,00:00.0,CM68880
68881,00:00.0,CM68881
68882,00:00.0,CM68882
68883,00:00.0,CM68883
68884,00:00.0,CM68884
68885,00:00.0,CM68885
68886,00:00.0,CM68886
68887,00:00.0,CM68887
68888,00:00.0,CM68888
68889,00:00.0,CM68889
68890,00:00.0,CM68890
68891,00:00.0,CM68891
68892,00:00.0,CM68892
68893,00:00.0,CM68893
68894,00:00.0,CM68894
68895,00:00.0,CM68895
68896,00:00.0,CM68896
68897,00:00.0,CM68897
68898,00:00.0,CM68898
68899,00:00.0,CM68899
68900,00:00.0,CM68900
68901,00:00.0,CM68901
68902,00:00.0,CM68902
68903,00:00.0,CM68903
68904,00:00.0,CM68904
68905,00:00.0,CM68905
68906,00:00.0,CM68906
68907,00:00.0,CM68907
68908,00:00.0,CM68908
68909,00:00.0,CM68909
68910,00:00.0,CM68910
68911,00:00.0,CM68911
68912,00:00.0,CM68912
68913,00:00.0,CM68913
68914,00:00.0,CM68914
68915,00:00.0,CM68915
68916,00:00.0,CM68916
68917,00:00.0,CM68917
68918,00:00.0,CM68918
68919,00:00.0,CM68919
68920,00:00.0,CM68920
68921,00:00.0,CM68921
68922,00:00.0,CM68922
68923,00:00.0,CM68923
68924,00:00.0,CM68924
68925,00:00.0,CM68925
68926,00:00.0,CM68926
68927,00:00.0,CM68927
68928,00:00.0,CM68928
68929,00:00.0,CM68929
68930,00:00.0,CM68930
68931,00:00.0,CM68931
68932,00:00.0,CM68932
68933,00:00.0,CM68933
68934,00:00.0,CM68934
68935,00:00.0,CM68935
68936,00:00.0,CM68936
68937,00:00.0,CM68937
68938,00:00.0,CM68938
68939,00:00.0,CM68939
68940,00:00.0,CM68940
68941,00:00.0,CM68941
68942,00:00.0,CM68942
68943,00:00.0,CM68943
68944,00:00.0,CM68944
68945,00:00.0,CM68945
68946,00:00.0,CM68946
68947,00:00.0,CM68947
68948,00:00.0,CM68948
68949,00:00.0,CM68949
68950,00:00.0,CM68950
68951,00:00.0,CM68951
68952,00:00.0,CM68952
68953,00:00.0,CM68953
68954,00:00.0,CM68954
68955,00:00.0,CM68955
68956,00:00.0,CM68956
68957,00:00.0,CM68957
68958,00:00.0,CM68958
68959,00:00.0,CM68959
68960,00:00.0,CM68960
68961,00:00.0,CM68961
68962,00:00.0,CM68962
68963,00:00.0,CM68963
68964,00:00.0,CM68964
68965,00:00.0,CM68965
68966,00:00.0,CM68966
68967,00:00.0,CM68967
68968,00:00.0,CM68968
68969,00:00.0,CM68969
68970,00:00.0,CM68970
68971,00:00.0,CM68971
68972,00:00.0,CM68972
68973,00:00.0,CM68973
68974,00:00.0,CM68974
68975,00:00.0,CM68975
68976,00:00.0,CM68976
68977,00:00.0,CM68977
68978,00:00.0,CM68978
68979,00:00.0,CM68979
68980,00:00.0,CM68980
68981,00:00.0,CM68981
68982,00:00.0,CM68982
68983,00:00.0,CM68983
68984,00:00.0,CM68984
68985,00:00.0,CM68985
68986,00:00.0,CM68986
68987,00:00.0,CM68987
68988,00:00.0,CM68988
68989,00:00.0,CM68989
68990,00:00.0,CM68990
68991,00:00.0,CM68991
68992,00:00.0,CM68992
68993,00:00.0,CM68993
68994,00:00.0,CM68994
68995,00:00.0,CM68995
68996,00:00.0,CM68996
68997,00:00.0,CM68997
68998,00:00.0,CM68998
68999,00:00.0,CM68999
69000,00:00.0,CM69000
69001,00:00.0,CM69001
69002,00:00.0,CM69002
69003,00:00.0,CM69003
69004,00:00.0,CM69004
69005,00:00.0,CM69005
69006,00:00.0,CM69006
69007,00:00.0,CM69007
69008,00:00.0,CM69008
69009,00:00.0,CM69009
69010,00:00.0,CM69010
69011,00:00.0,CM69011
69012,00:00.0,CM69012
69013,00:00.0,CM69013
69014,00:00.0,CM69014
69015,00:00.0,CM69015
69016,00:00.0,CM69016
69017,00:00.0,CM69017
69018,00:00.0,CM69018
69019,00:00.0,CM69019
69020,00:00.0,CM69020
69021,00:00.0,CM69021
69022,00:00.0,CM69022
69023,00:00.0,CM69023
69024,00:00.0,CM69024
69025,00:00.0,CM69025
69026,00:00.0,CM69026
69027,00:00.0,CM69027
69028,00:00.0,CM69028
69029,00:00.0,CM69029
69030,00:00.0,CM69030
69031,00:00.0,CM69031
69032,00:00.0,CM69032
69033,00:00.0,CM69033
69034,00:00.0,CM69034
69035,00:00.0,CM69035
69036,00:00.0,CM69036
69037,00:00.0,CM69037
69038,00:00.0,CM69038
69039,00:00.0,CM69039
69040,00:00.0,CM69040
69041,00:00.0,CM69041
69042,00:00.0,CM69042
69043,00:00.0,CM69043
69044,00:00.0,CM69044
69045,00:00.0,CM69045
69046,00:00.0,CM69046
69047,00:00.0,CM69047
69048,00:00.0,CM69048
69049,00:00.0,CM69049
69050,00:00.0,CM69050
69051,00:00.0,CM69051
69052,00:00.0,CM69052
69053,00:00.0,CM69053
69054,00:00.0,CM69054
69055,00:00.0,CM69055
69056,00:00.0,CM69056
69057,00:00.0,CM69057
69058,00:00.0,CM69058
69059,00:00.0,CM69059
69060,00:00.0,CM69060
69061,00:00.0,CM69061
69062,00:00.0,CM69062
69063,00:00.0,CM69063
69064,00:00.0,CM69064
69065,00:00.0,CM69065
69066,00:00.0,CM69066
69067,00:00.0,CM69067
69068,00:00.0,CM69068
69069,00:00.0,CM69069
69070,00:00.0,CM69070
69071,00:00.0,CM69071
69072,00:00.0,CM69072
69073,00:00.0,CM69073
69074,00:00.0,CM69074
69075,00:00.0,CM69075
69076,00:00.0,CM69076
69077,00:00.0,CM69077
69078,00:00.0,CM69078
69079,00:00.0,CM69079
69080,00:00.0,CM69080
69081,00:00.0,CM69081
69082,00:00.0,CM69082
69083,00:00.0,CM69083
69084,00:00.0,CM69084
69085,00:00.0,CM69085
69086,00:00.0,CM69086
69087,00:00.0,CM69087
69088,00:00.0,CM69088
69089,00:00.0,CM69089
69090,00:00.0,CM69090
69091,00:00.0,CM69091
69092,00:00.0,CM69092
69093,00:00.0,CM69093
69094,00:00.0,CM69094
69095,00:00.0,CM69095
69096,00:00.0,CM69096
69097,00:00.0,CM69097
69098,00:00.0,CM69098
69099,00:00.0,CM69099
69100,00:00.0,CM69100
69101,00:00.0,CM69101
69102,00:00.0,CM69102
69103,00:00.0,CM69103
69104,00:00.0,CM69104
69105,00:00.0,CM69105
69106,00:00.0,CM69106
69107,00:00.0,CM69107
69108,00:00.0,CM69108
69109,00:00.0,CM69109
69110,00:00.0,CM69110
69111,00:00.0,CM69111
69112,00:00.0,CM69112
69113,00:00.0,CM69113
69114,00:00.0,CM69114
69115,00:00.0,CM69115
69116,00:00.0,CM69116
69117,00:00.0,CM69117
69118,00:00.0,CM69118
69119,00:00.0,CM69119
69120,00:00.0,CM69120
69121,00:00.0,CM69121
69122,00:00.0,CM69122
69123,00:00.0,CM69123
69124,00:00.0,CM69124
69125,00:00.0,CM69125
69126,00:00.0,CM69126
69127,00:00.0,CM69127
69128,00:00.0,CM69128
69129,00:00.0,CM69129
69130,00:00.0,CM69130
69131,00:00.0,CM69131
69132,00:00.0,CM69132
69133,00:00.0,CM69133
69134,00:00.0,CM69134
69135,00:00.0,CM69135
69136,00:00.0,CM69136
69137,00:00.0,CM69137
69138,00:00.0,CM69138
69139,00:00.0,CM69139
69140,00:00.0,CM69140
69141,00:00.0,CM69141
69142,00:00.0,CM69142
69143,00:00.0,CM69143
69144,00:00.0,CM69144
69145,00:00.0,CM69145
69146,00:00.0,CM69146
69147,00:00.0,CM69147
69148,00:00.0,CM69148
69149,00:00.0,CM69149
69150,00:00.0,CM69150
69151,00:00.0,CM69151
69152,00:00.0,CM69152
69153,00:00.0,CM69153
69154,00:00.0,CM69154
69155,00:00.0,CM69155
69156,00:00.0,CM69156
69157,00:00.0,CM69157
69158,00:00.0,CM69158
69159,00:00.0,CM69159
69160,00:00.0,CM69160
69161,00:00.0,CM69161
69162,00:00.0,CM69162
69163,00:00.0,CM69163
69164,00:00.0,CM69164
69165,00:00.0,CM69165
69166,00:00.0,CM69166
69167,00:00.0,CM69167
69168,00:00.0,CM69168
69169,00:00.0,CM69169
69170,00:00.0,CM69170
69171,00:00.0,CM69171
69172,00:00.0,CM69172
69173,00:00.0,CM69173
69174,00:00.0,CM69174
69175,00:00.0,CM69175
69176,00:00.0,CM69176
69177,00:00.0,CM69177
69178,00:00.0,CM69178
69179,00:00.0,CM69179
69180,00:00.0,CM69180
69181,00:00.0,CM69181
69182,00:00.0,CM69182
69183,00:00.0,CM69183
69184,00:00.0,CM69184
69185,00:00.0,CM69185
69186,00:00.0,CM69186
69187,00:00.0,CM69187
69188,00:00.0,CM69188
69189,00:00.0,CM69189
69190,00:00.0,CM69190
69191,00:00.0,CM69191
69192,00:00.0,CM69192
69193,00:00.0,CM69193
69194,00:00.0,CM69194
69195,00:00.0,CM69195
69196,00:00.0,CM69196
69197,00:00.0,CM69197
69198,00:00.0,CM69198
69199,00:00.0,CM69199
69200,00:00.0,CM69200
69201,00:00.0,CM69201
69202,00:00.0,CM69202
69203,00:00.0,CM69203
69204,00:00.0,CM69204
69205,00:00.0,CM69205
69206,00:00.0,CM69206
69207,00:00.0,CM69207
69208,00:00.0,CM69208
69209,00:00.0,CM69209
69210,00:00.0,CM69210
69211,00:00.0,CM69211
69212,00:00.0,CM69212
69213,00:00.0,CM69213
69214,00:00.0,CM69214
69215,00:00.0,CM69215
69216,00:00.0,CM69216
69217,00:00.0,CM69217
69218,00:00.0,CM69218
69219,00:00.0,CM69219
69220,00:00.0,CM69220
69221,00:00.0,CM69221
69222,00:00.0,CM69222
69223,00:00.0,CM69223
69224,00:00.0,CM69224
69225,00:00.0,CM69225
69226,00:00.0,CM69226
69227,00:00.0,CM69227
69228,00:00.0,CM69228
69229,00:00.0,CM69229
69230,00:00.0,CM69230
69231,00:00.0,CM69231
69232,00:00.0,CM69232
69233,00:00.0,CM69233
69234,00:00.0,CM69234
69235,00:00.0,CM69235
69236,00:00.0,CM69236
69237,00:00.0,CM69237
69238,00:00.0,CM69238
69239,00:00.0,CM69239
69240,00:00.0,CM69240
69241,00:00.0,CM69241
69242,00:00.0,CM69242
69243,00:00.0,CM69243
69244,00:00.0,CM69244
69245,00:00.0,CM69245
69246,00:00.0,CM69246
69247,00:00.0,CM69247
69248,00:00.0,CM69248
69249,00:00.0,CM69249
69250,00:00.0,CM69250
69251,00:00.0,CM69251
69252,00:00.0,CM69252
69253,00:00.0,CM69253
69254,00:00.0,CM69254
69255,00:00.0,CM69255
69256,00:00.0,CM69256
69257,00:00.0,CM69257
69258,00:00.0,CM69258
69259,00:00.0,CM69259
69260,00:00.0,CM69260
69261,00:00.0,CM69261
69262,00:00.0,CM69262
69263,00:00.0,CM69263
69264,00:00.0,CM69264
69265,00:00.0,CM69265
69266,00:00.0,CM69266
69267,00:00.0,CM69267
69268,00:00.0,CM69268
69269,00:00.0,CM69269
69270,00:00.0,CM69270
69271,00:00.0,CM69271
69272,00:00.0,CM69272
69273,00:00.0,CM69273
69274,00:00.0,CM69274
69275,00:00.0,CM69275
69276,00:00.0,CM69276
69277,00:00.0,CM69277
69278,00:00.0,CM69278
69279,00:00.0,CM69279
69280,00:00.0,CM69280
69281,00:00.0,CM69281
69282,00:00.0,CM69282
69283,00:00.0,CM69283
69284,00:00.0,CM69284
69285,00:00.0,CM69285
69286,00:00.0,CM69286
69287,00:00.0,CM69287
69288,00:00.0,CM69288
69289,00:00.0,CM69289
69290,00:00.0,CM69290
69291,00:00.0,CM69291
69292,00:00.0,CM69292
69293,00:00.0,CM69293
69294,00:00.0,CM69294
69295,00:00.0,CM69295
69296,00:00.0,CM69296
69297,00:00.0,CM69297
69298,00:00.0,CM69298
69299,00:00.0,CM69299
69300,00:00.0,CM69300
69301,00:00.0,CM69301
69302,00:00.0,CM69302
69303,00:00.0,CM69303
69304,00:00.0,CM69304
69305,00:00.0,CM69305
69306,00:00.0,CM69306
69307,00:00.0,CM69307
69308,00:00.0,CM69308
69309,00:00.0,CM69309
69310,00:00.0,CM69310
69311,00:00.0,CM69311
69312,00:00.0,CM69312
69313,00:00.0,CM69313
69314,00:00.0,CM69314
69315,00:00.0,CM69315
69316,00:00.0,CM69316
69317,00:00.0,CM69317
69318,00:00.0,CM69318
69319,00:00.0,CM69319
69320,00:00.0,CM69320
69321,00:00.0,CM69321
69322,00:00.0,CM69322
69323,00:00.0,CM69323
69324,00:00.0,CM69324
69325,00:00.0,CM69325
69326,00:00.0,CM69326
69327,00:00.0,CM69327
69328,00:00.0,CM69328
69329,00:00.0,CM69329
69330,00:00.0,CM69330
69331,00:00.0,CM69331
69332,00:00.0,CM69332
69333,00:00.0,CM69333
69334,00:00.0,CM69334
69335,00:00.0,CM69335
69336,00:00.0,CM69336
69337,00:00.0,CM69337
69338,00:00.0,CM69338
69339,00:00.0,CM69339
69340,00:00.0,CM69340
69341,00:00.0,CM69341
69342,00:00.0,CM69342
69343,00:00.0,CM69343
69344,00:00.0,CM69344
69345,00:00.0,CM69345
69346,00:00.0,CM69346
69347,00:00.0,CM69347
69348,00:00.0,CM69348
69349,00:00.0,CM69349
69350,00:00.0,CM69350
69351,00:00.0,CM69351
69352,00:00.0,CM69352
69353,00:00.0,CM69353
69354,00:00.0,CM69354
69355,00:00.0,CM69355
69356,00:00.0,CM69356
69357,00:00.0,CM69357
69358,00:00.0,CM69358
69359,00:00.0,CM69359
69360,00:00.0,CM69360
69361,00:00.0,CM69361
69362,00:00.0,CM69362
69363,00:00.0,CM69363
69364,00:00.0,CM69364
69365,00:00.0,CM69365
69366,00:00.0,CM69366
69367,00:00.0,CM69367
69368,00:00.0,CM69368
69369,00:00.0,CM69369
69370,00:00.0,CM69370
69371,00:00.0,CM69371
69372,00:00.0,CM69372
69373,00:00.0,CM69373
69374,00:00.0,CM69374
69375,00:00.0,CM69375
69376,00:00.0,CM69376
69377,00:00.0,CM69377
69378,00:00.0,CM69378
69379,00:00.0,CM69379
69380,00:00.0,CM69380
69381,00:00.0,CM69381
69382,00:00.0,CM69382
69383,00:00.0,CM69383
69384,00:00.0,CM69384
69385,00:00.0,CM69385
69386,00:00.0,CM69386
69387,00:00.0,CM69387
69388,00:00.0,CM69388
69389,00:00.0,CM69389
69390,00:00.0,CM69390
69391,00:00.0,CM69391
69392,00:00.0,CM69392
69393,00:00.0,CM69393
69394,00:00.0,CM69394
69395,00:00.0,CM69395
69396,00:00.0,CM69396
69397,00:00.0,CM69397
69398,00:00.0,CM69398
69399,00:00.0,CM69399
69400,00:00.0,CM69400
69401,00:00.0,CM69401
69402,00:00.0,CM69402
69403,00:00.0,CM69403
69404,00:00.0,CM69404
69405,00:00.0,CM69405
69406,00:00.0,CM69406
69407,00:00.0,CM69407
69408,00:00.0,CM69408
69409,00:00.0,CM69409
69410,00:00.0,CM69410
69411,00:00.0,CM69411
69412,00:00.0,CM69412
69413,00:00.0,CM69413
69414,00:00.0,CM69414
69415,00:00.0,CM69415
69416,00:00.0,CM69416
69417,00:00.0,CM69417
69418,00:00.0,CM69418
69419,00:00.0,CM69419
69420,00:00.0,CM69420
69421,00:00.0,CM69421
69422,00:00.0,CM69422
69423,00:00.0,CM69423
69424,00:00.0,CM69424
69425,00:00.0,CM69425
69426,00:00.0,CM69426
69427,00:00.0,CM69427
69428,00:00.0,CM69428
69429,00:00.0,CM69429
69430,00:00.0,CM69430
69431,00:00.0,CM69431
69432,00:00.0,CM69432
69433,00:00.0,CM69433
69434,00:00.0,CM69434
69435,00:00.0,CM69435
69436,00:00.0,CM69436
69437,00:00.0,CM69437
69438,00:00.0,CM69438
69439,00:00.0,CM69439
69440,00:00.0,CM69440
69441,00:00.0,CM69441
69442,00:00.0,CM69442
69443,00:00.0,CM69443
69444,00:00.0,CM69444
69445,00:00.0,CM69445
69446,00:00.0,CM69446
69447,00:00.0,CM69447
69448,00:00.0,CM69448
69449,00:00.0,CM69449
69450,00:00.0,CM69450
69451,00:00.0,CM69451
69452,00:00.0,CM69452
69453,00:00.0,CM69453
69454,00:00.0,CM69454
69455,00:00.0,CM69455
69456,00:00.0,CM69456
69457,00:00.0,CM69457
69458,00:00.0,CM69458
69459,00:00.0,CM69459
69460,00:00.0,CM69460
69461,00:00.0,CM69461
69462,00:00.0,CM69462
69463,00:00.0,CM69463
69464,00:00.0,CM69464
69465,00:00.0,CM69465
69466,00:00.0,CM69466
69467,00:00.0,CM69467
69468,00:00.0,CM69468
69469,00:00.0,CM69469
69470,00:00.0,CM69470
69471,00:00.0,CM69471
69472,00:00.0,CM69472
69473,00:00.0,CM69473
69474,00:00.0,CM69474
69475,00:00.0,CM69475
69476,00:00.0,CM69476
69477,00:00.0,CM69477
69478,00:00.0,CM69478
69479,00:00.0,CM69479
69480,00:00.0,CM69480
69481,00:00.0,CM69481
69482,00:00.0,CM69482
69483,00:00.0,CM69483
69484,00:00.0,CM69484
69485,00:00.0,CM69485
69486,00:00.0,CM69486
69487,00:00.0,CM69487
69488,00:00.0,CM69488
69489,00:00.0,CM69489
69490,00:00.0,CM69490
69491,00:00.0,CM69491
69492,00:00.0,CM69492
69493,00:00.0,CM69493
69494,00:00.0,CM69494
69495,00:00.0,CM69495
69496,00:00.0,CM69496
69497,00:00.0,CM69497
69498,00:00.0,CM69498
69499,00:00.0,CM69499
69500,00:00.0,CM69500
69501,00:00.0,CM69501
69502,00:00.0,CM69502
69503,00:00.0,CM69503
69504,00:00.0,CM69504
69505,00:00.0,CM69505
69506,00:00.0,CM69506
69507,00:00.0,CM69507
69508,00:00.0,CM69508
69509,00:00.0,CM69509
69510,00:00.0,CM69510
69511,00:00.0,CM69511
69512,00:00.0,CM69512
69513,00:00.0,CM69513
69514,00:00.0,CM69514
69515,00:00.0,CM69515
69516,00:00.0,CM69516
69517,00:00.0,CM69517
69518,00:00.0,CM69518
69519,00:00.0,CM69519
69520,00:00.0,CM69520
69521,00:00.0,CM69521
69522,00:00.0,CM69522
69523,00:00.0,CM69523
69524,00:00.0,CM69524
69525,00:00.0,CM69525
69526,00:00.0,CM69526
69527,00:00.0,CM69527
69528,00:00.0,CM69528
69529,00:00.0,CM69529
69530,00:00.0,CM69530
69531,00:00.0,CM69531
69532,00:00.0,CM69532
69533,00:00.0,CM69533
69534,00:00.0,CM69534
69535,00:00.0,CM69535
69536,00:00.0,CM69536
69537,00:00.0,CM69537
69538,00:00.0,CM69538
69539,00:00.0,CM69539
69540,00:00.0,CM69540
69541,00:00.0,CM69541
69542,00:00.0,CM69542
69543,00:00.0,CM69543
69544,00:00.0,CM69544
69545,00:00.0,CM69545
69546,00:00.0,CM69546
69547,00:00.0,CM69547
69548,00:00.0,CM69548
69549,00:00.0,CM69549
69550,00:00.0,CM69550
69551,00:00.0,CM69551
69552,00:00.0,CM69552
69553,00:00.0,CM69553
69554,00:00.0,CM69554
69555,00:00.0,CM69555
69556,00:00.0,CM69556
69557,00:00.0,CM69557
69558,00:00.0,CM69558
69559,00:00.0,CM69559
69560,00:00.0,CM69560
69561,00:00.0,CM69561
69562,00:00.0,CM69562
69563,00:00.0,CM69563
69564,00:00.0,CM69564
69565,00:00.0,CM69565
69566,00:00.0,CM69566
69567,00:00.0,CM69567
69568,00:00.0,CM69568
69569,00:00.0,CM69569
69570,00:00.0,CM69570
69571,00:00.0,CM69571
69572,00:00.0,CM69572
69573,00:00.0,CM69573
69574,00:00.0,CM69574
69575,00:00.0,CM69575
69576,00:00.0,CM69576
69577,00:00.0,CM69577
69578,00:00.0,CM69578
69579,00:00.0,CM69579
69580,00:00.0,CM69580
69581,00:00.0,CM69581
69582,00:00.0,CM69582
69583,00:00.0,CM69583
69584,00:00.0,CM69584
69585,00:00.0,CM69585
69586,00:00.0,CM69586
69587,00:00.0,CM69587
69588,00:00.0,CM69588
69589,00:00.0,CM69589
69590,00:00.0,CM69590
69591,00:00.0,CM69591
69592,00:00.0,CM69592
69593,00:00.0,CM69593
69594,00:00.0,CM69594
69595,00:00.0,CM69595
69596,00:00.0,CM69596
69597,00:00.0,CM69597
69598,00:00.0,CM69598
69599,00:00.0,CM69599
69600,00:00.0,CM69600
69601,00:00.0,CM69601
69602,00:00.0,CM69602
69603,00:00.0,CM69603
69604,00:00.0,CM69604
69605,00:00.0,CM69605
69606,00:00.0,CM69606
69607,00:00.0,CM69607
69608,00:00.0,CM69608
69609,00:00.0,CM69609
69610,00:00.0,CM69610
69611,00:00.0,CM69611
69612,00:00.0,CM69612
69613,00:00.0,CM69613
69614,00:00.0,CM69614
69615,00:00.0,CM69615
69616,00:00.0,CM69616
69617,00:00.0,CM69617
69618,00:00.0,CM69618
69619,00:00.0,CM69619
69620,00:00.0,CM69620
69621,00:00.0,CM69621
69622,00:00.0,CM69622
69623,00:00.0,CM69623
69624,00:00.0,CM69624
69625,00:00.0,CM69625
69626,00:00.0,CM69626
69627,00:00.0,CM69627
69628,00:00.0,CM69628
69629,00:00.0,CM69629
69630,00:00.0,CM69630
69631,00:00.0,CM69631
69632,00:00.0,CM69632
69633,00:00.0,CM69633
69634,00:00.0,CM69634
69635,00:00.0,CM69635
69636,00:00.0,CM69636
69637,00:00.0,CM69637
69638,00:00.0,CM69638
69639,00:00.0,CM69639
69640,00:00.0,CM69640
69641,00:00.0,CM69641
69642,00:00.0,CM69642
69643,00:00.0,CM69643
69644,00:00.0,CM69644
69645,00:00.0,CM69645
69646,00:00.0,CM69646
69647,00:00.0,CM69647
69648,00:00.0,CM69648
69649,00:00.0,CM69649
69650,00:00.0,CM69650
69651,00:00.0,CM69651
69652,00:00.0,CM69652
69653,00:00.0,CM69653
69654,00:00.0,CM69654
69655,00:00.0,CM69655
69656,00:00.0,CM69656
69657,00:00.0,CM69657
69658,00:00.0,CM69658
69659,00:00.0,CM69659
69660,00:00.0,CM69660
69661,00:00.0,CM69661
69662,00:00.0,CM69662
69663,00:00.0,CM69663
69664,00:00.0,CM69664
69665,00:00.0,CM69665
69666,00:00.0,CM69666
69667,00:00.0,CM69667
69668,00:00.0,CM69668
69669,00:00.0,CM69669
69670,00:00.0,CM69670
69671,00:00.0,CM69671
69672,00:00.0,CM69672
69673,00:00.0,CM69673
69674,00:00.0,CM69674
69675,00:00.0,CM69675
69676,00:00.0,CM69676
69677,00:00.0,CM69677
69678,00:00.0,CM69678
69679,00:00.0,CM69679
69680,00:00.0,CM69680
69681,00:00.0,CM69681
69682,00:00.0,CM69682
69683,00:00.0,CM69683
69684,00:00.0,CM69684
69685,00:00.0,CM69685
69686,00:00.0,CM69686
69687,00:00.0,CM69687
69688,00:00.0,CM69688
69689,00:00.0,CM69689
69690,00:00.0,CM69690
69691,00:00.0,CM69691
69692,00:00.0,CM69692
69693,00:00.0,CM69693
69694,00:00.0,CM69694
69695,00:00.0,CM69695
69696,00:00.0,CM69696
69697,00:00.0,CM69697
69698,00:00.0,CM69698
69699,00:00.0,CM69699
69700,00:00.0,CM69700
69701,00:00.0,CM69701
69702,00:00.0,CM69702
69703,00:00.0,CM69703
69704,00:00.0,CM69704
69705,00:00.0,CM69705
69706,00:00.0,CM69706
69707,00:00.0,CM69707
69708,00:00.0,CM69708
69709,00:00.0,CM69709
69710,00:00.0,CM69710
69711,00:00.0,CM69711
69712,00:00.0,CM69712
69713,00:00.0,CM69713
69714,00:00.0,CM69714
69715,00:00.0,CM69715
69716,00:00.0,CM69716
69717,00:00.0,CM69717
69718,00:00.0,CM69718
69719,00:00.0,CM69719
69720,00:00.0,CM69720
69721,00:00.0,CM69721
69722,00:00.0,CM69722
69723,00:00.0,CM69723
69724,00:00.0,CM69724
69725,00:00.0,CM69725
69726,00:00.0,CM69726
69727,00:00.0,CM69727
69728,00:00.0,CM69728
69729,00:00.0,CM69729
69730,00:00.0,CM69730
69731,00:00.0,CM69731
69732,00:00.0,CM69732
69733,00:00.0,CM69733
69734,00:00.0,CM69734
69735,00:00.0,CM69735
69736,00:00.0,CM69736
69737,00:00.0,CM69737
69738,00:00.0,CM69738
69739,00:00.0,CM69739
69740,00:00.0,CM69740
69741,00:00.0,CM69741
69742,00:00.0,CM69742
69743,00:00.0,CM69743
69744,00:00.0,CM69744
69745,00:00.0,CM69745
69746,00:00.0,CM69746
69747,00:00.0,CM69747
69748,00:00.0,CM69748
69749,00:00.0,CM69749
69750,00:00.0,CM69750
69751,00:00.0,CM69751
69752,00:00.0,CM69752
69753,00:00.0,CM69753
69754,00:00.0,CM69754
69755,00:00.0,CM69755
69756,00:00.0,CM69756
69757,00:00.0,CM69757
69758,00:00.0,CM69758
69759,00:00.0,CM69759
69760,00:00.0,CM69760
69761,00:00.0,CM69761
69762,00:00.0,CM69762
69763,00:00.0,CM69763
69764,00:00.0,CM69764
69765,00:00.0,CM69765
69766,00:00.0,CM69766
69767,00:00.0,CM69767
